"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX11685451","NS.1996.002.NEBNext_methyl_i7_B03---NEBNext_methyl_i5_B03.X38","Magallana gigas","Illumina NovaSeq 6000","The French Research Institute for Exploitation of ","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS17064555","Pacific oyster","7296.12","1","73458386","22184432572","NS.1996.002.NEBNext_methyl_i7_B03---NEBNext_methyl_i5_B03.X38","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX11685458","NS.1996.002.NEBNext_methyl_i7_E01---NEBNext_methyl_i5_E01.XC","Magallana gigas","Illumina NovaSeq 6000","The French Research Institute for Exploitation of ","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS17064562","Pacific oyster","8107.58","1","82309934","24857600068","NS.1996.002.NEBNext_methyl_i7_E01---NEBNext_methyl_i5_E01.XC","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX11685449","NS.1996.002.NEBNext_methyl_i7_B01---NEBNext_methyl_i5_B01.X36","Magallana gigas","Illumina NovaSeq 6000","The French Research Institute for Exploitation of ","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS17064553","Pacific oyster","5811.21","1","58342110","17619317220","NS.1996.002.NEBNext_methyl_i7_B01---NEBNext_methyl_i5_B01.X36","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX11685468","NS.1996.002.NEBNext_methyl_i7_H01---NEBNext_methyl_i5_H01.X27","Magallana gigas","Illumina NovaSeq 6000","The French Research Institute for Exploitation of ","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS17064572","Pacific oyster","7080.97","1","71310492","21535768584","NS.1996.002.NEBNext_methyl_i7_H01---NEBNext_methyl_i5_H01.X27","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX21187892","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447844","","9670.42","1","144036895","14403689500","ATAC_seq_3_3","ATAC-seq","GENOMIC","PCR"
"SRX21187891","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447843","","10857.96","1","161783121","16178312100","ATAC_seq_3_2","ATAC-seq","GENOMIC","PCR"
"SRX21187890","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447842","","7912.58","1","114944954","11494495400","ATAC_seq_3_1","ATAC-seq","GENOMIC","PCR"
"SRX21187889","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447841","","10512.48","1","157267060","15726706000","ATAC_seq_2_3","ATAC-seq","GENOMIC","PCR"
"SRX21187887","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447840","","7329.18","1","106417999","10641799900","ATAC_seq_2_2","ATAC-seq","GENOMIC","PCR"
"SRX21187886","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447839","","11753.08","1","173734138","17373413800","ATAC_seq_2_1","ATAC-seq","GENOMIC","PCR"
"SRX21187885","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447838","","14243.31","1","212773748","21277374800","ATAC_seq_1_3","ATAC-seq","GENOMIC","PCR"
"SRX21187884","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447832","","7138.71","1","101603641","10160364100","ATAC_seq_1_2","ATAC-seq","GENOMIC","PCR"
"SRX21187883","ATAC-Seq of Crassostrea ariakensis: adult female gonads","Magallana ariakensis","BGISEQ-500",",Yellow Sea Fisheries Research Institute, Chinese ","SRP452115","ATAC-Seq and RNA-Seq data of  Crassostrea ariakensis at different gonadal developmental stages","SRS18447831","","14187.02","1","211126651","21112665100","ATAC_seq_1_1","ATAC-seq","GENOMIC","PCR"
"SRX20274820","ATAC-Seq of Crassostrea gigas: adult gill under heat stress","Magallana gigas","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602502","Pacific oyster","6153.47","1","62431129","18729338700","HC.gigas2_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274818","ATAC-Seq of Crassostrea gigas: adult gill under heat stress","Magallana gigas","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602501","Pacific oyster","6189.79","1","62539412","18761823600","HC.gigas1_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274816","ATAC-Seq of Crassostrea gigas: adult gill without heat stress","Magallana gigas","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602500","Pacific oyster","6145.56","1","60691744","18207523200","NC.gigas3_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274814","ATAC-Seq of Crassostrea gigas: adult gill without heat stress","Magallana gigas","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602498","Pacific oyster","8324.06","1","79624109","23887232700","NC.gigas2_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274813","ATAC-Seq of Crassostrea angulata: adult gill under heat stress","Magallana angulata","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602499","","10296.68","1","104507375","31352212500","HC.angulata3_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274811","ATAC-Seq of Crassostrea angulata: adult gill under heat stress","Magallana angulata","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602497","","7640.32","1","78161426","23448427800","HC.angulata2_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274808","ATAC-Seq of Crassostrea angulata: adult gill under heat stress","Magallana angulata","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602496","","9424.7","1","95698694","28709608200","HC.angulata1_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274806","ATAC-Seq of Crassostrea angulata: adult gill without heat stress","Magallana angulata","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602495","","6121.25","1","57605437","17281631100","NC.angulata3_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274804","ATAC-Seq of Crassostrea angulata: adult gill without heat stress","Magallana angulata","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602494","","7304.72","1","71604745","21481423500","NC.angulata2_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274802","ATAC-Seq of Crassostrea angulata: adult gill without heat stress","Magallana angulata","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602491","","8876.25","1","87671735","26301520500","NC.angulata1_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274800","ATAC-Seq of Crassostrea gigas: adult gill under heat stress","Magallana gigas","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602493","Pacific oyster","5860.41","1","58900926","17670277800","HC.gigas3_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274798","ATAC-Seq of Crassostrea gigas: adult gill without heat stress","Magallana gigas","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP436766","ATAC-Seq and RNA-Seq of two congeneric oyster species under heat stress","SRS17602492","Pacific oyster","5759.64","1","53609075","16082722500","NC.gigas1_ATAC-Seq_fastq","ATAC-seq","GENOMIC","DNase"
"SRX20274371","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926107","Pacific oyster","5428.46","1","57098830","17129649000","M-2n-1","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274370","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926106","Pacific oyster","5476.82","1","58203265","17460979500","F-3nb-3","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274369","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926105","Pacific oyster","6485.49","1","68200962","20460288600","F-3nb-2","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274368","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926104","Pacific oyster","5332.01","1","56356595","16906978500","F-3nb-1","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274367","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926103","Pacific oyster","5513.75","1","57945543","17383662900","F-3na-3","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274366","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926102","Pacific oyster","5317.41","1","55751688","16725506400","F-3na-2","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274365","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926101","Pacific oyster","5489.1","1","57642448","17292734400","F-3na-1","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274364","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926100","Pacific oyster","5008.65","1","52298844","15689653200","F-2n-3","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274363","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926099","Pacific oyster","4875.44","1","51217817","15365345100","HPM-3n-3","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274362","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926097","Pacific oyster","5497.74","1","57948710","17384613000","HPM-3n-2","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274361","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926098","Pacific oyster","5344.42","1","56591677","16977503100","HPM-3n-1","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274360","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926096","Pacific oyster","5725.58","1","60108860","18032658000","M-3na-3","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274359","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926094","Pacific oyster","5595.52","1","59482664","17844799200","M-3na-2","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274358","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926092","Pacific oyster","5408.64","1","57660269","17298080700","M-3na-1","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274357","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926095","Pacific oyster","5191.54","1","54693464","16408039200","M-2n-3","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274356","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926090","Pacific oyster","5393.05","1","57046123","17113836900","M-2n-2","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274355","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926093","Pacific oyster","5429.37","1","57815412","17344623600","F-2n-2","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX20274354","oyster gonadal methylome","Magallana gigas","Illumina HiSeq 2500","Ocean University of China","SRP299301","DNA methylation of triploid oysters","SRS7926091","Pacific oyster","5210.76","1","54827935","16448380500","F-2n-1","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10399053","Illumina NovaSeq 6000 paired end sequencing; J8_6_566","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733770","Pacific oyster","1024.75","1","14369657","2882910147","j8-6-566","Bisulfite-Seq","GENOMIC","other"
"ERX10399052","Illumina NovaSeq 6000 paired end sequencing; J7_1_272","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733769","Pacific oyster","2563.84","1","34842849","6991796170","j7-1-272","Bisulfite-Seq","GENOMIC","other"
"ERX10399051","Illumina NovaSeq 6000 paired end sequencing; J5_3_408","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733768","Pacific oyster","1624.55","1","23109805","4637747086","j5-3-408","Bisulfite-Seq","GENOMIC","other"
"ERX10399050","Illumina NovaSeq 6000 paired end sequencing; J52_2_301","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733767","Pacific oyster","1294.06","1","18104490","3630208731","j52-2-301","Bisulfite-Seq","GENOMIC","other"
"ERX10399049","NextSeq 550 paired end sequencing; J48_2_296","Magallana gigas","NextSeq 550","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733766","Pacific oyster","3251.08","1","26867289","8102436433","J48-2-296_S42_ME_ME_L001","Bisulfite-Seq","GENOMIC","other"
"ERX10399048","Illumina NovaSeq 6000 paired end sequencing; J47_1_275","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733765","Pacific oyster","1893.54","1","27020497","5422717544","j47-1-275","Bisulfite-Seq","GENOMIC","other"
"ERX10399047","Illumina NovaSeq 6000 paired end sequencing; J44_5_528","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733764","Pacific oyster","1925.21","1","26082290","5235371474","j44-5-528","Bisulfite-Seq","GENOMIC","other"
"ERX10399046","Illumina NovaSeq 6000 paired end sequencing; J42_3_347","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733763","Pacific oyster","1327.21","1","18236911","3661984771","j42-3-347","Bisulfite-Seq","GENOMIC","other"
